TYPE	CODE	DESC
RX	08290092005	NORMAL SALINE FLUSH
RX	60505009704	PAROXETINE HCL
DX	Q121	CONGENITAL DISPLACED LENS
RX	00157072001	nan
PR	2010F	VITAL SIGNS (TEMPERATURE, PULSE, RESPIRATORY RATE, AND BLOOD PRESSURE) DOCUMENTED AND REVIEWED (CAP) (EM)
DX	O1092	UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING CHILDBIRTH
DX	E19	nan
PR	38572	LAPAROSCOPY, SURGICAL; WITH BILATERAL TOTAL PELVIC LYMPHADENECTOMY AND PERI-AORTIC LYMPH NODE SAMPLING (BIOPSY), SINGLE OR MULTIPLE
PR	90117	nan
DX	M84473K	PATHOLOGICAL FRACTURE, UNSPECIFIED ANKLE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
DX	M8448	PATHOLOGICAL FRACTURE, OTHER SITE
DX	H60321	HEMORRHAGIC OTITIS EXTERNA, RIGHT EAR
DX	K51513	LEFT SIDED COLITIS WITH FISTULA
DX	741	SPINA BIFIDA
DX	S63496D	TRAUMATIC RUPTURE OF OTHER LIGAMENT OF RIGHT LITTLE FINGER AT METACARPOPHALANGEAL AND INTERPHALANGEAL JOINT, SUBSEQUENT ENCOUNTER
DX	T24539A	CORROSION OF FIRST DEGREE OF UNSPECIFIED LOWER LEG, INITIAL ENCOUNTER
DX	S92216S	NONDISPLACED FRACTURE OF CUBOID BONE OF UNSPECIFIED FOOT, SEQUELA
DX	T23319A	BURN OF THIRD DEGREE OF UNSPECIFIED THUMB (NAIL), INITIAL ENCOUNTER
DX	S42342S	DISPLACED SPIRAL FRACTURE OF SHAFT OF HUMERUS, LEFT ARM, SEQUELA
DX	Y843	SHOCK THERAPY AS THE CAUSE OF ABNORMAL REACTION OF THE PATIENT, OR OF LATER COMPLICATION, WITHOUT MENTION OF MISADVENTURE AT THE TIME OF THE PROCEDURE
RX	13668011690	LOSARTAN-HYDROCHLOROTHIAZIDE
PR	0X6W0Z0	DETACHMENT AT LEFT LITTLE FINGER, COMPLETE, OPEN APPROACH
PR	79403	RADIOPHARMACEUTICAL THERAPY, RADIOLABELED MONOCLONAL ANTIBODY BY INTRAVENOUS INFUSION
DX	F4123	nan
PR	0LBK0ZZ	EXCISION OF LEFT HIP TENDON, OPEN APPROACH
DX	S1095XS	SUPERFICIAL FOREIGN BODY OF UNSPECIFIED PART OF NECK, SEQUELA
RX	50114700402	nan
DX	G350	nan
DX	F341S	nan
PR	00730	ANESTHESIA FOR PROCEDURES ON UPPER POSTERIOR ABDOMINAL WALL
DX	23200	nan
DX	S62645B	NONDISPLACED FRACTURE OF PROXIMAL PHALANX OF LEFT RING FINGER, INITIAL ENCOUNTER FOR OPEN FRACTURE
RX	79020492810	nan
DX	S52092G	OTHER FRACTURE OF UPPER END OF LEFT ULNA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING
DX	S52261C	DISPLACED SEGMENTAL FRACTURE OF SHAFT OF ULNA, RIGHT ARM, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC
PR	29075	APPLICATION, CAST; ELBOW TO FINGER (SHORT ARM)
DX	M5160	nan
DX	A5009	OTHER EARLY CONGENITAL SYPHILIS, SYMPTOMATIC
DX	84603	nan
DX	S6010XS	CONTUSION OF UNSPECIFIED FINGER WITH DAMAGE TO NAIL, SEQUELA
DX	S92491D	OTHER FRACTURE OF RIGHT GREAT TOE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
PR	03BY4ZZ	EXCISION OF UPPER ARTERY, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	31580	nan
PR	0BQ74ZZ	REPAIR LEFT MAIN BRONCHUS, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	37484	CYSTS OF EYELIDS
DX	63500	UNSPECIFIED LEGALLY INDUCED ABORTION COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION
PR	A4723	DIALYSATE SOLUTION, ANY CONCENTRATION OF DEXTROSE, FLUID VOLUME GREATER THAN 2999 CC BUT LESS THAN OR EQUAL TO 3999 CC, FOR PERITONEAL DIALYSIS
DX	S62838	nan
DX	M93002	UNSPECIFIED SLIPPED UPPER FEMORAL EPIPHYSIS (NONTRAUMATIC), LEFT HIP
DX	S90522S	BLISTER (NONTHERMAL), LEFT ANKLE, SEQUELA
DX	R57	SHOCK, NOT ELSEWHERE CLASSIFIED
RX	04090475518	nan
PR	02BG3ZZ	EXCISION OF MITRAL VALVE, PERCUTANEOUS APPROACH
DX	76072	NOXIOUS INFLUENCES AFFECTING FETUS OR NEWBORN VIA PLACENTA OR BREAST MILK, NARCOTICS
DX	R87614	CYTOLOGIC EVIDENCE OF MALIGNANCY ON SMEAR OF CERVIX
DX	S1184XD	PUNCTURE WOUND WITH FOREIGN BODY OF OTHER SPECIFIED PART OF NECK, SUBSEQUENT ENCOUNTER
PR	BF37YZZ	MAGNETIC RESONANCE IMAGING (MRI) OF PANCREAS USING OTHER CONTRAST
DX	S27819S	UNSPECIFIED INJURY OF ESOPHAGUS (THORACIC PART), SEQUELA
DX	F1312	SEDATIVE, HYPNOTIC OR ANXIOLYTIC ABUSE WITH INTOXICATION
RX	49781056005	nan
DX	H02131	SENILE ECTROPION OF RIGHT UPPER EYELID
PR	64872	SUTURE OF NERVE; REQUIRING SECONDARY OR DELAYED SUTURE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY NEURORRHAPHY)
RX	49821051500	nan
DX	N978	FEMALE INFERTILITY OF OTHER ORIGIN
RX	00054012025	ROPINIROLE HCL
DX	V1062	PERSONAL HISTORY OF MYELOID LEUKEMIA
RX	02701411250	nan
RX	60505132501	MIDODRINE HCL
RX	43199003160	FLUOCINONIDE
PR	G9007	COORDINATED CARE FEE, SCHEDULED TEAM CONFERENCE
RX	00781310180	OXACILLIN SODIUM
PR	0LB50ZZ	EXCISION OF RIGHT LOWER ARM AND WRIST TENDON, OPEN APPROACH
DX	S61541A	PUNCTURE WOUND WITH FOREIGN BODY OF RIGHT WRIST, INITIAL ENCOUNTER
PR	B7051ZZ	PLAIN RADIOGRAPHY OF RIGHT UPPER EXTREMITY LYMPHATICS USING LOW OSMOLAR CONTRAST
PR	0RBK4ZZ	EXCISION OF LEFT SHOULDER JOINT, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	S32415D	NONDISPLACED FRACTURE OF ANTERIOR WALL OF LEFT ACETABULUM, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
RX	64253011123	NORMAL SALINE FLUSH
DX	Q5321	ABDOMINAL TESTIS, BILATERAL
DX	D598	OTHER ACQUIRED HEMOLYTIC ANEMIAS
RX	00074427902	LIDOCAINE HCL
DX	N83209	UNSPECIFIED OVARIAN CYST, UNSPECIFIED SIDE
DX	V8041XA	ANIMAL-RIDER INJURED IN COLLISION WITH CAR, PICK-UP TRUCK, VAN, HEAVY TRANSPORT VEHICLE OR BUS, INITIAL ENCOUNTER
RX	63370002645	nan
PR	0Y9M0ZX	DRAINAGE OF RIGHT FOOT, OPEN APPROACH, DIAGNOSTIC
RX	25021021598	FLUOROURACIL
RX	50419045604	CLIMARA
PR	10000	nan
DX	38330	UNSPECIFIED POSTMASTOIDECTOMY COMPLICATION
DX	37853	PARALYTIC STRABISMUS, FOURTH OR TROCHLEAR NERVE PALSY
DX	8794	OPEN WOUND OF ABDOMINAL WALL, LATERAL, WITHOUT MENTION OF COMPLICATION
PR	82384	CATECHOLAMINES; FRACTIONATED
PR	5AFKS	nan
DX	25189	nan
DX	89103	nan
PR	0B938ZX	DRAINAGE OF RIGHT MAIN BRONCHUS, VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC, DIAGNOSTIC
RX	05038374120	nan
DX	P0721	EXTREME IMMATURITY OF NEWBORN, GESTATIONAL AGE LESS THAN 23 COMPLETED WEEKS
DX	S79132A	SALTER-HARRIS TYPE III PHYSEAL FRACTURE OF LOWER END OF LEFT FEMUR, INITIAL ENCOUNTER FOR CLOSED FRACTURE
RX	66521001502	nan
RX	12496075705	BUPRENEX
DX	T8189X1	nan
DX	4466	THROMBOTIC MICROANGIOPATHY
RX	62991140802	METHADONE HCL
DX	G652	SEQUELAE OF TOXIC POLYNEUROPATHY
DX	5142XX	nan
RX	08396901134	PEN NEEDLE
DX	28953	NEUTROPENIC SPLENOMEGALY
DX	S25401A	UNSPECIFIED INJURY OF RIGHT PULMONARY BLOOD VESSELS, INITIAL ENCOUNTER
DX	S548X2D	INJURY OF OTHER NERVES AT FOREARM LEVEL, LEFT ARM, SUBSEQUENT ENCOUNTER
DX	S1301	nan
DX	S066X1D	TRAUMATIC SUBARACHNOID HEMORRHAGE WITH LOSS OF CONSCIOUSNESS OF 30 MINUTES OR LESS, SUBSEQUENT ENCOUNTER
DX	J9509	OTHER TRACHEOSTOMY COMPLICATION
PR	09BM4ZZ	EXCISION OF NASAL SEPTUM, PERCUTANEOUS ENDOSCOPIC APPROACH
RX	66017030010	nan
RX	01730088100	nan
PR	0SND0ZZ	RELEASE LEFT KNEE JOINT, OPEN APPROACH
PR	0DH94UZ	INSERTION OF FEEDING DEVICE INTO DUODENUM, PERCUTANEOUS ENDOSCOPIC APPROACH
RX	19515085041	nan
DX	T465X2D	POISONING BY OTHER ANTIHYPERTENSIVE DRUGS, INTENTIONAL SELF-HARM, SUBSEQUENT ENCOUNTER
RX	63323050601	DEXAMETHASONE SODIUM PHOSPHATE
DX	38509	TYMPANOSCLEROSIS INVOLVING OTHER COMBINATION OF STRUCTURES
DX	S42031S	DISPLACED FRACTURE OF LATERAL END OF RIGHT CLAVICLE, SEQUELA
DX	H02522	BLEPHAROPHIMOSIS RIGHT LOWER EYELID
DX	E874	MIXED DISORDER OF ACID-BASE BALANCE
DX	04111	METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS
DX	78900	ABDOMINAL PAIN, UNSPECIFIED SITE
DX	S04049A	INJURY OF VISUAL CORTEX, UNSPECIFIED SIDE, INITIAL ENCOUNTER
PR	0HNFXZZ	RELEASE RIGHT HAND SKIN, EXTERNAL APPROACH
DX	S82109S	UNSPECIFIED FRACTURE OF UPPER END OF UNSPECIFIED TIBIA, SEQUELA
RX	00536408310	nan
DX	S42841E	nan
PR	03LK0CZ	OCCLUSION OF RIGHT INTERNAL CAROTID ARTERY WITH EXTRALUMINAL DEVICE, OPEN APPROACH
DX	S61249A	PUNCTURE WOUND WITH FOREIGN BODY OF UNSPECIFIED FINGER WITHOUT DAMAGE TO NAIL, INITIAL ENCOUNTER
DX	36910	PROFOUND, MODERATE OR SEVERE VISION IMPAIRMENT, NOT FURTHER SPECIFIED
RX	00338352441	nan
PR	72146	MAGNETIC RESONANCE (EG, PROTON) IMAGING, SPINAL CANAL AND CONTENTS, THORACIC; WITHOUT CONTRAST MATERIAL
DX	S42354P	NONDISPLACED COMMINUTED FRACTURE OF SHAFT OF HUMERUS, RIGHT ARM, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION
RX	00641928210	nan
RX	45802049078	NAPROXEN SODIUM
PR	G9448	PATIENTS WHO WERE BORN IN THE YEARS 1945-1965
PR	2394	nan
DX	S75891A	OTHER SPECIFIED INJURY OF OTHER BLOOD VESSELS AT HIP AND THIGH LEVEL, RIGHT LEG, INITIAL ENCOUNTER
PR	F07M3ZZ	MOTOR FUNCTION TREATMENT OF MUSCULOSKELETAL SYSTEM - WHOLE BODY
DX	W2103XA	STRUCK BY BASEBALL, INITIAL ENCOUNTER
DX	S52012D	TORUS FRACTURE OF UPPER END OF LEFT ULNA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
DX	S52531M	COLLES' FRACTURE OF RIGHT RADIUS, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH NONUNION
DX	5277	DISTURBANCE OF SALIVARY SECRETION
DX	49380	nan
DX	M76011D	nan
RX	58864079106	ZITHROMAX
RX	00904791570	IBUPROFEN
DX	S82254S	NONDISPLACED COMMINUTED FRACTURE OF SHAFT OF RIGHT TIBIA, SEQUELA
PR	42107	EXCISION, LESION OF PALATE, UVULA; WITH LOCAL FLAP CLOSURE
DX	M84333G	STRESS FRACTURE, RIGHT RADIUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING
PR	0QBH0ZX	EXCISION OF LEFT TIBIA, OPEN APPROACH, DIAGNOSTIC
DX	T84310A	BREAKDOWN (MECHANICAL) OF ELECTRONIC BONE STIMULATOR, INITIAL ENCOUNTER
RX	61442016205	CEPHALEXIN
DX	E8009	RAILWAY ACCIDENT INVOLVING COLLISION WITH ROLLING STOCK, INJURING UNSPECIFIED PERSON
RX	04879250160	nan
DX	291	ALCOHOL-INDUCED MENTAL DISORDERS
RX	63332300841	nan
DX	M21941	UNSPECIFIED ACQUIRED DEFORMITY OF HAND, RIGHT HAND
DX	Y718	MISCELLANEOUS CARDIOVASCULAR DEVICES ASSOCIATED WITH ADVERSE INCIDENTS, NOT ELSEWHERE CLASSIFIED
DX	M6631	SPONTANEOUS RUPTURE OF FLEXOR TENDONS, SHOULDER
RX	62332004790	VALSARTAN
DX	48231	PNEUMONIA DUE TO STREPTOCOCCUS, GROUP A
PR	4A11X4G	MONITORING OF PERIPHERAL NERVOUS ELECTRICAL ACTIVITY, INTRAOPERATIVE, EXTERNAL APPROACH
DX	T508X3A	POISONING BY DIAGNOSTIC AGENTS, ASSAULT, INITIAL ENCOUNTER
DX	81414	OPEN FRACTURE OF PISIFORM BONE OF WRIST
DX	M08472	PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS, LEFT ANKLE AND FOOT
PR	06U80KZ	SUPPLEMENT PORTAL VEIN WITH NONAUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
RX	45963060860	EPIRUBICIN HCL
DX	Q6411	SUPRAVESICAL FISSURE OF URINARY BLADDER
DX	S72041	DISPLACED FRACTURE OF BASE OF NECK OF RIGHT FEMUR
DX	M05511	RHEUMATOID POLYNEUROPATHY WITH RHEUMATOID ARTHRITIS OF RIGHT SHOULDER
RX	53489051001	TRAZODONE HCL
DX	S82842K	DISPLACED BIMALLEOLAR FRACTURE OF LEFT LOWER LEG, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION
DX	P551	ABO ISOIMMUNIZATION OF NEWBORN
DX	F1800	nan
PR	25150	PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) OF BONE (EG, FOR OSTEOMYELITIS); ULNA
PR	0D1A07A	BYPASS JEJUNUM TO JEJUNUM WITH AUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
PR	L2380	ADDITION TO LOWER EXTREMITY, TORSION CONTROL, STRAIGHT KNEE JOINT, EACH JOINT
DX	5994	URETHRAL FALSE PASSAGE
DX	S93611A	SPRAIN OF TARSAL LIGAMENT OF RIGHT FOOT, INITIAL ENCOUNTER
DX	I1209	nan
RX	08290306553	NORMAL SALINE FLUSH
DX	71758	nan
RX	40048702010	nan
DX	S21159A	OPEN BITE OF UNSPECIFIED FRONT WALL OF THORAX WITHOUT PENETRATION INTO THORACIC CAVITY, INITIAL ENCOUNTER
PR	65730	KERATOPLASTY (CORNEAL TRANSPLANT); PENETRATING (EXCEPT IN APHAKIA OR PSEUDOPHAKIA)
PR	0RQH4ZZ	REPAIR LEFT ACROMIOCLAVICULAR JOINT, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	008	INTESTINAL INFECTIONS DUE TO OTHER ORGANISMS
PR	0U540ZZ	DESTRUCTION OF UTERINE SUPPORTING STRUCTURE, OPEN APPROACH
DX	H401493	CAPSULAR GLAUCOMA WITH PSEUDOEXFOLIATION OF LENS, UNSPECIFIED EYE, SEVERE STAGE
DX	K056	PERIODONTAL DISEASE, UNSPECIFIED
DX	S83094A	OTHER DISLOCATION OF RIGHT PATELLA, INITIAL ENCOUNTER
PR	43773	LAPAROSCOPY, SURGICAL, GASTRIC RESTRICTIVE PROCEDURE; REMOVAL AND REPLACEMENT OF ADJUSTABLE GASTRIC RESTRICTIVE DEVICE COMPONENT ONLY
DX	36920	VISION IMPAIRMENT, BOTH EYES, IMPAIRMENT LEVEL NOT FURTHER SPECIFIED
PR	B416YZZ	FLUOROSCOPY OF RIGHT RENAL ARTERY USING OTHER CONTRAST
DX	52600	nan
DX	2782	HYPERVITAMINOSIS A
RX	65857500005	nan
RX	31722021230	SERTRALINE HCL
DX	H904	SENSORINEURAL HEARING LOSS, UNILATERAL WITH UNRESTRICTED HEARING ON THE CONTRALATERAL SIDE
DX	T25092A	BURN OF UNSPECIFIED DEGREE OF MULTIPLE SITES OF LEFT ANKLE AND FOOT, INITIAL ENCOUNTER
PR	28302	OSTEOTOMY; TALUS
DX	S2020	CONTUSION OF THORAX, UNSPECIFIED
DX	H5022	VERTICAL STRABISMUS, LEFT EYE
DX	A218	OTHER FORMS OF TULAREMIA
RX	58160084743	nan
DX	S62644P	NONDISPLACED FRACTURE OF PROXIMAL PHALANX OF RIGHT RING FINGER, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION
DX	T24711A	CORROSION OF THIRD DEGREE OF RIGHT THIGH, INITIAL ENCOUNTER
PR	0YU80KZ	SUPPLEMENT LEFT FEMORAL REGION WITH NONAUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
DX	E0900	DRUG OR CHEMICAL INDUCED DIABETES MELLITUS WITH HYPEROSMOLARITY WITHOUT NONKETOTIC HYPERGLYCEMIC-HYPEROSMOLAR COMA (NKHHC)
DX	29935	nan
RX	55111034001	AMLODIPINE BESYLATE-BENAZEPRIL
DX	B2684	MUMPS POLYNEUROPATHY
PR	78230	SALIVARY GLAND IMAGING;
PR	5451	LAPAROSCOPIC LYSIS OF PERITONEAL ADHESIONS
DX	Z51	ENCOUNTER FOR OTHER AFTERCARE AND MEDICAL CARE
DX	S93313D	SUBLUXATION OF TARSAL JOINT OF UNSPECIFIED FOOT, SUBSEQUENT ENCOUNTER
PR	02UF07Z	SUPPLEMENT AORTIC VALVE WITH AUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
RX	05041988802	nan
PR	9542	CLINICAL TEST OF HEARING
RX	52125024641	nan
DX	H7441	POLYP OF RIGHT MIDDLE EAR
DX	S72035B	NONDISPLACED MIDCERVICAL FRACTURE OF LEFT FEMUR, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE I OR II
DX	S42101S	FRACTURE OF UNSPECIFIED PART OF SCAPULA, RIGHT SHOULDER, SEQUELA
DX	S63141A	SUBLUXATION OF DISTAL INTERPHALANGEAL JOINT OF RIGHT THUMB, INITIAL ENCOUNTER
DX	S6731XD	CRUSHING INJURY OF RIGHT WRIST, SUBSEQUENT ENCOUNTER
PR	C9473	INJECTION, MEPOLIZUMAB, 1 MG
RX	00338954302	SODIUM CHLORIDE
DX	I77810	THORACIC AORTIC ECTASIA
PR	0DX64Z5	TRANSFER STOMACH TO ESOPHAGUS, PERCUTANEOUS ENDOSCOPIC APPROACH
PR	86826	HUMAN LEUKOCYTE ANTIGEN (HLA) CROSSMATCH, NON-CYTOTOXIC (EG, USING FLOW CYTOMETRY); EACH ADDITIONAL SERUM SAMPLE OR SAMPLE DILUTION (LIST SEPARATELY IN ADDITION TO PRIMARY PROCEDURE)
RX	00562780600	MICRHOGAM ULTRA-FILTERED PLUS
DX	Q340	ANOMALY OF PLEURA
RX	49735016748	HCU LOPHLEX
DX	S52551P	OTHER EXTRAARTICULAR FRACTURE OF LOWER END OF RIGHT RADIUS, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION
DX	S14108A	UNSPECIFIED INJURY AT C8 LEVEL OF CERVICAL SPINAL CORD, INITIAL ENCOUNTER
RX	55175513001	MEPERGAN
RX	54569491000	IPRATROPIUM BROMIDE
PR	02PA4QZ	REMOVAL OF IMPLANTABLE HEART ASSIST SYSTEM FROM HEART, PERCUTANEOUS ENDOSCOPIC APPROACH
RX	62991127805	METHOCEL E 4 M
PR	3BHL1	nan
PR	0V950ZZ	DRAINAGE OF SCROTUM, OPEN APPROACH
DX	H11061	RECURRENT PTERYGIUM OF RIGHT EYE
DX	71696	UNSPECIFIED ARTHROPATHY, LOWER LEG
RX	00169183311	NOVOLIN R
DX	A0471	ENTEROCOLITIS DUE TO CLOSTRIDIUM DIFFICILE, RECURRENT
PR	93567	INJECTION PROCEDURE DURING CARDIAC CATHETERIZATION INCLUDING IMAGING SUPERVISION, INTERPRETATION, AND REPORT; FOR SUPRAVALVULAR AORTOGRAPHY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
PR	0XBF3ZX	EXCISION OF LEFT LOWER ARM, PERCUTANEOUS APPROACH, DIAGNOSTIC
PR	0D1N074	BYPASS SIGMOID COLON TO CUTANEOUS WITH AUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
RX	00003218710	ORENCIA
RX	14398912500	nan
DX	S80269D	INSECT BITE (NONVENOMOUS), UNSPECIFIED KNEE, SUBSEQUENT ENCOUNTER
RX	06846215740	nan
PR	88321	CONSULTATION AND REPORT ON REFERRED SLIDES PREPARED ELSEWHERE
PR	D2933	PREFABRICATED STAINLESS STEEL CROWN WITH RESIN WINDOW
PR	L6624	UPPER EXTREMITY ADDITION, FLEXION/EXTENSION AND ROTATION WRIST UNIT
DX	S42142D	DISPLACED FRACTURE OF GLENOID CAVITY OF SCAPULA, LEFT SHOULDER, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
RX	00228202710	ALPRAZOLAM
PR	0V95XZX	DRAINAGE OF SCROTUM, EXTERNAL APPROACH, DIAGNOSTIC
PR	21150	RECONSTRUCTION MIDFACE, LEFORT II; ANTERIOR INTRUSION (EG, TREACHER-COLLINS SYNDROME)
RX	58160976002	nan
DX	S66512S	STRAIN OF INTRINSIC MUSCLE, FASCIA AND TENDON OF RIGHT MIDDLE FINGER AT WRIST AND HAND LEVEL, SEQUELA
RX	05816081011	nan
PR	BR39Y0Z	MAGNETIC RESONANCE IMAGING (MRI) OF LUMBAR SPINE USING OTHER CONTRAST, UNENHANCED AND ENHANCED
DX	S68629A	PARTIAL TRAUMATIC TRANSPHALANGEAL AMPUTATION OF UNSPECIFIED FINGER, INITIAL ENCOUNTER
PR	3BHLW	nan
RX	05740089205	nan
DX	V114XXD	PEDAL CYCLE DRIVER INJURED IN COLLISION WITH OTHER PEDAL CYCLE IN TRAFFIC ACCIDENT, SUBSEQUENT ENCOUNTER
DX	O3100X1	PAPYRACEOUS FETUS, UNSPECIFIED TRIMESTER, FETUS 1
DX	O43813	PLACENTAL INFARCTION, THIRD TRIMESTER
PR	0PSP04Z	REPOSITION RIGHT METACARPAL WITH INTERNAL FIXATION DEVICE, OPEN APPROACH
RX	00053768032	ALBUMINAR-25
DX	72740	UNSPECIFIED SYNOVIAL CYST
RX	11822549870	VITAMIN D3
DX	F3681	nan
PR	87520	INFECTIOUS AGENT DETECTION BY NUCLEIC ACID (DNA OR RNA); HEPATITIS C, DIRECT PROBE TECHNIQUE
DX	S12121S	OTHER NONDISPLACED DENS FRACTURE, SEQUELA
PR	8E023DZ	NEAR INFRARED SPECTROSCOPY OF CIRCULATORY SYSTEM, PERCUTANEOUS APPROACH
PR	BQ27ZZZ	COMPUTERIZED TOMOGRAPHY (CT SCAN) OF RIGHT KNEE
RX	00004560402	nan
RX	10019095501	CYCLOPHOSPHAMIDE
DX	S66310A	STRAIN OF EXTENSOR MUSCLE, FASCIA AND TENDON OF RIGHT INDEX FINGER AT WRIST AND HAND LEVEL, INITIAL ENCOUNTER
RX	49281400058	nan
DX	Y92234	OPERATING ROOM OF HOSPITAL AS THE PLACE OF OCCURRENCE OF THE EXTERNAL CAUSE
DX	Z138	ENCOUNTER FOR SCREENING FOR OTHER SPECIFIED DISEASES AND DISORDERS
PR	99348	HOME VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: AN EXPANDED PROBLEM FOCUSED INTERVAL HISTORY; AN EXPANDED PROBLEM FOCUSED EXAMINATION; MEDICAL DECISION MAKING OF LOW COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF LOW TO MODERATE SEVERITY. TYPICALLY, 25 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY.
DX	G4420	TENSION-TYPE HEADACHE, UNSPECIFIED
DX	T424X2S	POISONING BY BENZODIAZEPINES, INTENTIONAL SELF-HARM, SEQUELA
DX	M23012	CYSTIC MENISCUS, ANTERIOR HORN OF MEDIAL MENISCUS, LEFT KNEE
DX	S52033D	DISPLACED FRACTURE OF OLECRANON PROCESS WITH INTRAARTICULAR EXTENSION OF UNSPECIFIED ULNA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING
DX	T600X2D	TOXIC EFFECT OF ORGANOPHOSPHATE AND CARBAMATE INSECTICIDES, INTENTIONAL SELF-HARM, SUBSEQUENT ENCOUNTER
DX	5509	INGUINAL HERNIA, WITHOUT MENTION OF OBSTRUCTION OR GANGRENE
PR	Q9989	nan
PR	7064	VAGINAL RECONSTRUCTION WITH GRAFT OR PROSTHESIS
DX	I8291	CHRONIC EMBOLISM AND THROMBOSIS OF UNSPECIFIED VEIN
DX	S0125XD	OPEN BITE OF NOSE, SUBSEQUENT ENCOUNTER
DX	S395XXA	nan
PR	3AFKV	nan
RX	60505264203	BICALUTAMIDE
RX	07457042100	nan
DX	F29631	nan
DX	M197	nan
DX	S5330XA	TRAUMATIC RUPTURE OF UNSPECIFIED ULNAR COLLATERAL LIGAMENT, INITIAL ENCOUNTER
RX	76014000333	BLOXIVERZ
DX	64620	UNSPECIFIED RENAL DISEASE IN PREGNANCY, UNSPECIFIED AS TO EPISODE OF CARE
DX	01893	UNSPECIFIED MILIARY TUBERCULOSIS, TUBERCLE BACILLI FOUND (IN SPUTUM) BY MICROSCOPY
RX	00054452725	LITHIUM CARBONATE
DX	1808	MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF CERVIX
RX	68462026005	VERAPAMIL ER
PR	0JCD0ZZ	EXTIRPATION OF MATTER FROM RIGHT UPPER ARM SUBCUTANEOUS TISSUE AND FASCIA, OPEN APPROACH
DX	S72024S	NONDISPLACED FRACTURE OF EPIPHYSIS (SEPARATION) (UPPER) OF RIGHT FEMUR, SEQUELA
PR	0SUD09C	SUPPLEMENT LEFT KNEE JOINT WITH LINER, PATELLAR SURFACE, OPEN APPROACH
DX	S8290XN	UNSPECIFIED FRACTURE OF UNSPECIFIED LOWER LEG, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH NONUNION
PR	3781	INITIAL INSERTION OF SINGLE-CHAMBER DEVICE, NOT SPECIFIED AS RATE RESPONSIVE
DX	S72146C	NONDISPLACED INTERTROCHANTERIC FRACTURE OF UNSPECIFIED FEMUR, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC
PR	0J9G30Z	DRAINAGE OF RIGHT LOWER ARM SUBCUTANEOUS TISSUE AND FASCIA WITH DRAINAGE DEVICE, PERCUTANEOUS APPROACH
